date,is_weekend,dom,moy,week_of_month,month_sin_idx,weekday_idx,payday_idx,trend_idx,holiday_name,holiday_idx,promo_flag,promo_idx
2025-09-03,False,3,9,1,0.9067585047594003,1.1,1.08,1.0272727272727273,,1.0,False,1.0
2025-09-04,False,4,9,1,0.9067585047594003,1.0,1.08,1.028099173553719,,1.0,False,1.0
2025-09-05,True,5,9,1,0.9067585047594003,0.8,1.08,1.0289256198347108,,1.0,False,1.0
2025-09-06,True,6,9,1,0.9067585047594003,0.9,1.0,1.0297520661157025,,1.0,False,1.0
2025-09-07,False,7,9,1,0.9067585047594003,1.12,1.0,1.0305785123966942,,1.0,False,1.0
2025-09-08,False,8,9,1,0.9067585047594003,1.14,1.0,1.031404958677686,,1.0,False,1.0
2025-09-09,False,9,9,2,0.9067585047594003,1.14,1.0,1.0322314049586776,,1.0,False,1.0
2025-09-10,False,10,9,2,0.9067585047594003,1.1,1.0,1.0330578512396693,,1.0,False,1.0
2025-09-11,False,11,9,2,0.9067585047594003,1.0,1.0,1.0338842975206612,,1.0,False,1.0
2025-09-12,True,12,9,2,0.9067585047594003,0.8,1.0,1.034710743801653,,1.0,False,1.0
2025-09-13,True,13,9,2,0.9067585047594003,0.9,1.0,1.0355371900826447,,1.0,False,1.0
2025-09-14,False,14,9,2,0.9067585047594003,1.12,1.0,1.0363636363636364,,1.0,False,1.0
2025-09-15,False,15,9,2,0.9067585047594003,1.14,1.0,1.037190082644628,,1.0,False,1.0
2025-09-16,False,16,9,3,0.9067585047594003,1.14,1.0,1.0380165289256198,,1.0,False,1.0
2025-09-17,False,17,9,3,0.9067585047594003,1.1,1.0,1.0388429752066115,,1.0,False,1.0
2025-09-18,False,18,9,3,0.9067585047594003,1.0,1.0,1.0396694214876032,,1.0,False,1.0
2025-09-19,True,19,9,3,0.9067585047594003,0.8,1.0,1.0404958677685952,,1.0,False,1.0
2025-09-20,True,20,9,3,0.9067585047594003,0.9,1.0,1.0413223140495869,,1.0,True,1.18
2025-09-21,False,21,9,3,0.9067585047594003,1.12,1.0,1.0421487603305786,,1.0,False,1.0
2025-09-22,False,22,9,3,0.9067585047594003,1.14,1.0,1.0429752066115703,,1.0,False,1.0
2025-09-23,False,23,9,3,0.9067585047594003,1.14,1.0,1.043801652892562,Saudi National Day,0.78,False,1.0
2025-09-24,False,24,9,4,0.9067585047594003,1.1,1.0,1.0446280991735537,,1.0,False,1.0
2025-09-25,False,25,9,4,0.9067585047594003,1.0,1.0,1.0454545454545454,,1.0,False,1.0
2025-09-26,True,26,9,4,0.9067585047594003,0.8,1.0,1.0462809917355371,,1.0,False,1.0
2025-09-27,True,27,9,4,0.9067585047594003,0.9,1.0,1.0471074380165288,,1.0,False,1.0
2025-09-28,False,28,9,4,0.9067585047594003,1.12,1.08,1.0479338842975208,,1.0,False,1.0
2025-09-29,False,29,9,4,0.9067585047594003,1.14,1.08,1.0487603305785125,,1.0,False,1.0
2025-09-30,False,30,9,4,0.9067585047594003,1.14,1.08,1.0495867768595042,,1.0,False,1.0
2025-10-01,False,1,10,1,0.9780000146568562,1.1,1.08,1.050413223140496,,1.0,False,1.0
2025-10-02,False,2,10,1,0.9780000146568562,1.0,1.08,1.0512396694214876,,1.0,False,1.0
2025-10-03,True,3,10,1,0.9780000146568562,0.8,1.08,1.0520661157024793,,1.0,False,1.0
2025-10-04,True,4,10,1,0.9780000146568562,0.9,1.08,1.052892561983471,,1.0,False,1.0
2025-10-05,False,5,10,1,0.9780000146568562,1.12,1.08,1.0537190082644627,,1.0,False,1.0
2025-10-06,False,6,10,1,0.9780000146568562,1.14,1.0,1.0545454545454545,,1.0,True,1.18
2025-10-07,False,7,10,1,0.9780000146568562,1.14,1.0,1.0553719008264464,,1.0,False,1.0
2025-10-08,False,8,10,1,0.9780000146568562,1.1,1.0,1.056198347107438,,1.0,False,1.0
2025-10-09,False,9,10,2,0.9780000146568562,1.0,1.0,1.0570247933884298,,1.0,False,1.0
2025-10-10,True,10,10,2,0.9780000146568562,0.8,1.0,1.0578512396694215,,1.0,False,1.0
2025-10-11,True,11,10,2,0.9780000146568562,0.9,1.0,1.0586776859504132,,1.0,False,1.0
2025-10-12,False,12,10,2,0.9780000146568562,1.12,1.0,1.059504132231405,,1.0,False,1.0
2025-10-13,False,13,10,2,0.9780000146568562,1.14,1.0,1.0603305785123966,,1.0,False,1.0
2025-10-14,False,14,10,2,0.9780000146568562,1.14,1.0,1.0611570247933884,,1.0,False,1.0
2025-10-15,False,15,10,2,0.9780000146568562,1.1,1.0,1.06198347107438,,1.0,False,1.0
2025-10-16,False,16,10,3,0.9780000146568562,1.0,1.0,1.062809917355372,,1.0,False,1.0
2025-10-17,True,17,10,3,0.9780000146568562,0.8,1.0,1.0636363636363637,,1.0,False,1.0
2025-10-18,True,18,10,3,0.9780000146568562,0.9,1.0,1.0644628099173554,,1.0,False,1.0
2025-10-19,False,19,10,3,0.9780000146568562,1.12,1.0,1.0652892561983471,,1.0,False,1.0
2025-10-20,False,20,10,3,0.9780000146568562,1.14,1.0,1.0661157024793388,,1.0,True,1.18
2025-10-21,False,21,10,3,0.9780000146568562,1.14,1.0,1.0669421487603306,,1.0,False,1.0
2025-10-22,False,22,10,3,0.9780000146568562,1.1,1.0,1.0677685950413223,,1.0,False,1.0
2025-10-23,False,23,10,3,0.9780000146568562,1.0,1.0,1.068595041322314,,1.0,False,1.0
2025-10-24,True,24,10,4,0.9780000146568562,0.8,1.0,1.0694214876033057,,1.0,False,1.0
2025-10-25,True,25,10,4,0.9780000146568562,0.9,1.0,1.0702479338842976,,1.0,False,1.0
2025-10-26,False,26,10,4,0.9780000146568562,1.12,1.0,1.0710743801652893,,1.0,False,1.0
2025-10-27,False,27,10,4,0.9780000146568562,1.14,1.0,1.071900826446281,,1.0,False,1.0
2025-10-28,False,28,10,4,0.9780000146568562,1.14,1.08,1.0727272727272728,,1.0,False,1.0
2025-10-29,False,29,10,4,0.9780000146568562,1.1,1.08,1.0735537190082645,,1.0,False,1.0
2025-10-30,False,30,10,4,0.9780000146568562,1.0,1.08,1.0743801652892562,,1.0,False,1.0
2025-10-31,True,31,10,5,0.9780000146568562,0.8,1.08,1.0752066115702479,,1.0,False,1.0
2025-11-01,True,1,11,1,1.0551364028605037,0.9,1.08,1.0760330578512396,,1.0,False,1.0
2025-11-02,False,2,11,1,1.0551364028605037,1.12,1.08,1.0768595041322313,,1.0,False,1.0
2025-11-03,False,3,11,1,1.0551364028605037,1.14,1.08,1.0776859504132232,,1.0,True,1.18
2025-11-04,False,4,11,1,1.0551364028605037,1.14,1.08,1.078512396694215,,1.0,False,1.0
2025-11-05,False,5,11,1,1.0551364028605037,1.1,1.08,1.0793388429752067,,1.0,False,1.0
2025-11-06,False,6,11,1,1.0551364028605037,1.0,1.0,1.0801652892561984,,1.0,False,1.0
2025-11-07,True,7,11,1,1.0551364028605037,0.8,1.0,1.08099173553719,,1.0,False,1.0
2025-11-08,True,8,11,1,1.0551364028605037,0.9,1.0,1.0818181818181818,,1.0,False,1.0
2025-11-09,False,9,11,2,1.0551364028605037,1.12,1.0,1.0826446280991735,,1.0,False,1.0
2025-11-10,False,10,11,2,1.0551364028605037,1.14,1.0,1.0834710743801652,,1.0,False,1.0
2025-11-11,False,11,11,2,1.0551364028605037,1.14,1.0,1.0,,1.0,False,1.0
